AUV_ADJ;Auvergnese;Auvergnese;Auvergnese;Owerniese;Auvergnese;Alverniese;Auvergnese;Auvergnese;Auvergnese;Auvergnese;Auvergnese;??????????;Auvergnese;x;;
AVA;Ava;Ava;Ava;Ava;Ava;Ava;Ava;Ava;Ava;Ava;Ava;???;ava;x;;
AVA_ADJ;Ava;Ava;Ava;Ava;Ava;Ava;Ava;Ava;Ava;Ava;Ava;???;ava;x;;
AVI;Avignon;Avignon;Avignon;Awinion;Aviñón;Avignone;Avignon;Avignon;Avignon;Avignon;Avignon;???????;Avignon;x;;
AVI_ADJ;Avignonese;Avignonese;Avignonese;Awinionese;Avignonese;avignonese;Avignonese;Avignonese;Avignonese;Avignonese;Avignonese;??????????;Avignonese;x;;
AYD;Aydin;Aydin;Aydin;Aydin;Aydin;Aydin;Aydin;Aydin;Aydin;Aydin;Aydin;???i?;Aydin;x;;
AYD_ADJ;Aydinid;Aydinid;Aydinid;Aydinid;Aydinid;Aydinid;Aydinid;Aydinid;Aydinid;Aydinid;Aydinid;???i???;Aydinid;x;;
AYR;Air;Air;Luft;Powietrze;Aire;Aria;Levego;Vzduch;Levego;Lucht;Ar;??????;ilma;x;;
AYR_ADJ;Air;Air;Luft;Powietrze;Aire;Aria;Levego;Vzduch;Levego;Lucht;Ar;??????;ilma;x;;
AZT;The Aztec;Les Aztèques;Die Azteken;Azteków;Los Aztecas;gli Aztechi;az azték;aztécký;az azték;de Azteekse;O asteca;???????;atsteekkien;x;;
AZT_ADJ;Aztec;Aztèque;Aztekisch;Aztek;azteca;azteco;azték;aztécký;azték;Aztec;asteca;?????????;aztec;x;;
BAH;Bahamis;Bahamis;Bahamis;Bahamis;Bahamis;Bahamis;Bahamis;Bahamis;Bahamis;Bahamis;Bahamis;???????;Bahamis;x;;
BAH;Deccan;Deccan;Deccan;Deccan;Deccan;Deccan;Dekkán;Deccan;Dekkán;Deccan;Deccan;?????;Deccan;x;;
BAH_ADJ;Bahami;Bahami;Bahami;Bahami;Bahami;Bahami;Bahami;Bahami;Bahami;Bahami;Bahami;??????;Bahami;x;;
BAH_ADJ;Deccan;Deccan;Deccan;Deccan;Deccan;Deccan;Dekkán;Deccan;Dekkán;Deccan;Deccan;?????;Deccan;x;;
BAN;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;??????;Banten;x;;
BAN_ADJ;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;??????;Banten;x;;
BAR;Bar;Bar;Bar;Bar;Bar;Bar;Bár;Bar;Bár;Bar;Barra;???;Baari;x;;
BAR_ADJ;Barrois;Barrois;Barrois;Barrois;Barrois;Barrese;Barrois;Barrois;Barrois;Barrois;Barrois;???????;Barrois;x;;
BCS;Baluchistan;Baloutchistan;Baluchistan;Beludzystan;Baluchistán;Baluchistan;Beludzsisztán;Baluchistan;Beludzsisztán;Baluchistan;Baluchistão;??????????;Baluchistan;x;;
BCS_ADJ;Baluchi;Baluchi;Baluchi;Baluchi;Baluchi;Baluchi;Baluchi;balúcština;Baluchi;Baluchi;Baluchi;??????;belutši;x;;
BEN;Benin;Bénin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;?????;Benin;x;;
BEN_ADJ;Benin;Bénin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;?????;Benin;x;;
BER;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;??????;Beroda;x;;
BER_ADJ;Berodan;Berodan;Berodan;Berodan;Berodan;Berodano;Berodan;Berodan;Berodan;Berodan;Berodan;???????;Berodan;x;;
BGL;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;??????????;Bagelkhand;x;;
BGL_ADJ;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;???????????;Bagelkhandi;x;;
BHT;Bohtan;Bohtan;Bohtan;Bohtan;Bohtan;Bohtan;Bohtan;Bohtan;Bohtan;Bohtan;Bohtan;??????;Bohtan;x;;
BHT_ADJ;Bohtani;Bohtani;Bohtani;Bohtani;Bohtani;Bohtani;Bohtani;Bohtani;Bohtani;Bohtani;Bohtani;???????;Bohtani;x;;
BIJ;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;??????;Bijapur;x;;
BIJ_ADJ;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Bijapuri;???????;Bijapuri;x;;
BLA;Blackfoot;Pieds-Noirs;Schwarzfuß;Blackfoot;Blackfoot;Piedi-Neri;Blackfoot;Blackfoot;Blackfoot;Blackfoot;Blackfoot;??????????;Blackfoot;x;;
BLA_ADJ;Blackfoot;Pieds-Noirs;Schwarzfuß;Blackfoot;Blackfoot;Piedi-Neri;Blackfoot;Blackfoot;Blackfoot;Blackfoot;Blackfoot;??????????;Blackfoot;x;;
BLM;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;?????????;Blambagan;x;;
BLM_ADJ;Blambagani;Blambagani;Blambagani;Blambagani;Blambagani;Blambagani;Blambagani;Blambagani;Blambagani;Blambagani;Blambagani;??????????;Blambagani;x;;
BNG;Bengal;Bengale;Bengalen;bengalski;Bengala;Bengala;Bengália;Bengálsko;Bengália;Bengalen;Bengala;????????;Bengali;x;;
BNG_ADJ;Bengalese;Bengale;Bengalisch;Bengalese;Bengalesa;bengalese;Bengalese;Bengalese;Bengalese;Bengalese;Bengalesa;???????????;Bengalese;x;;
BNY;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;??????;Bunyoro;x;;
BNY_ADJ;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;??????;Bunyoro;x;;
BOU;Bourbonnais;Bourbonnais;Bourbonnais;Burbonia;Bourbonnais;Borbonese;Bourbonnais;Bourbonnais;Bourbonnais;Bourbonnais;Bourbonnais;???????????;Bourbonnais;x;;
BOU_ADJ;Bourbonnais;Bourbonnais;Bourbonnais;Burbonia;Bourbonnais;Borbonese;Bourbonnais;Bourbonnais;Bourbonnais;Bourbonnais;Bourbonnais;???????????;Bourbonnais;x;;
BRB;Brabant;Brabant;Brabant;Brabant;Brabant;Brabante;Brabant;Brabant;Brabant;Brabant;Brabante;???????;brabant;x;;
BRB_ADJ;Brabantian;Brabantien;Brabantian;Brabantian;Brabante;Brabantian;Brabantian;Brabantian;Brabantian;Brabantse;Brabante;??????????;Brabantian;x;;
BRD;Brandenburg;Brandebourg;Brandenburg;Brandenburgia;Brandenburgo;Brandenburgo;Brandenburg;Brandenburg;Brandenburg;Brandenburg;Brandemburgo;???????????;Brandenburg;x;;
BRD_ADJ;Brandenburger;Brandenburger;Brandenburger;Brandenburger;Brandenburger;Brandenburghese;Brandenburger;Brandenburger;Brandenburger;Brandenburger;Brandenburger;???????????????;Brandenburger;x;;
BRG;Burgundy;Bourgogne;Burgund;Burgundia;borgoña;Borgogna;Burgundia;burgundské;Burgundia;Bourgogne;Borgonha;?????????;Bourgogne;x;;
BRG_ADJ;Burgundian;Bourguignon;Burgundisch;burgundzkich;Borgoñón;borgognone;burgundi;Burgundský;burgundi;Bourgondisch;Burgundiano;???????????;Burgundin;x;;
BRI;Brittany;Bretagne;Bretagne;Bretania;Bretaña;Bretagna;Brittany;Brittany;Brittany;Bretagne;Bretanha;???????;Bretagne;x;;
BRI_ADJ;Breton;Breton;Bretonisch;Breton;Breton;bretone;breton;Breton;breton;Breton;Bretão;??????????;Breton;x;;
BRR;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;?????;Berar;x;;
BRR_ADJ;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;?????;Berar;x;;
BRY;Berry;Baie;Beere;Jagoda;Baya;Berry;Bogyó;Bobule;Bogyó;Berry;baga;?????;Marja;x;;
BRY_ADJ;Berrian;Berrian;Berrian;Berrian;Berrian;Berrian;Berrian;Berrian;Berrian;Berrian;Berrian;???????;Berrian;x;;
BSG;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;??????;Basoga;x;;
BSG_ADJ;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;??????;Basoga;x;;
BTS;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;?????????????;Betsimisaraka;x;;
BTS_ADJ;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;?????????????;Betsimisaraka;x;;
BUG;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;???????;Buganda;x;;
BUG_ADJ;Bugandan;Bugandan;Bugandan;Bugandan;Bugandán;Bugandan;Bugandan;Bugandan;Bugandan;Buganda;Bugandã;????????;Bugandan;x;;
BUU;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Boeroendi;Burundi;???????;Burundi;x;;
BUU_ADJ;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Boeroendi;Burundi;???????;Burundi;x;;
CAD;Caddo;Caddo;Caddo;Caddo;Caddo;Caddo;caddo;Caddo;caddo;Caddo;Caddo;?????;caddo;x;;
CAD_ADJ;Caddo;Caddo;Caddo;Caddo;Caddo;Caddo;caddo;Caddo;caddo;Caddo;Caddo;?????;caddo;x;;
CAS;Castille;Castille;Kastilien;Castilla;Castilla;Castiglia;Castilla;Castille;Castilla;Castille;Castille;????????;Castille;x;;
CAS_ADJ;Castilian;Castillan;Kastilischen;Kastylijskim;Castellano;castigliano;kasztíliai;Castilian;kasztíliai;Castiliaans;Castelhano;???????????;kastilialainen;x;;
CHA;Champa;Champa;Champa;Champa;Champa;Champa;Champa;Champa;Champa;Champa;Champa;?????;Champa;x;;
CHA_ADJ;Champan;Champan;Champan;Champan;Champan;champan;Champan;Champan;Champan;Champan;Champan;??????;Champan;x;;
CHG;The Chagatai Khanate;Le Khanat Chagatai;Die Chagatai Khanate;Chanat Czagatajski;El Khanato Chagatai;il Khanato Chagatai;A csagatáj Khanate;Chagatai Khanate;A csagatáj Khanate;de Chagatai Khanate;O Khanato de Chagatai;??????????? ????;Tšagatain kaanikunta;x;;
CHG_ADJ;Chagatai;Chagatai;Chagatai;Chagatai;Chagatai;Chagatai;csagatáj;Chagatai;csagatáj;Chagatai;Chagatai;???????????;Chagatai;x;;
CHG_democracy;The Chagatai Republic;La République Chagatai;Der Chagataischen Republik;Republika Chagatai;La República Chagatai;La Repubblica Chagatai;A csagatáj Köztársaság;Chagatai republika;A csagatáj Köztársaság;de Chagatai Republiek;A República Chagatai;??????????? ??????????;Chagatai tasavalta;x;;
CHG_proletarian_dictatorship;The Chagatai Proletariate;Le Protallaire de Chagatai;Das Chagatai Proletariat;Chagatai Proletariate;El Proletariado de Chagatai;il proletariato Chagatai;A csagatáj proletariátus;Chagatai Proletariate;A csagatáj proletariátus;de Chagatai proletariaat;O Proletariado de Chagatai;??????????? ????????????;Chagatai Proletariate;x;;
CHK;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;?????????;Champassak;x;;
CHK_ADJ;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;?????????;Champassak;x;;
CHM;Chimu;Chimu;Chimu;chimu;Chimu;Chimu;Chimu;Chimú;Chimu;Chimu;Chimu;????;Chimu;x;;
CHM_ADJ;Chimu;Chimu;Chimu;chimu;Chimu;Chimu;Chimu;Chimú;Chimu;Chimu;Chimu;????;Chimu;x;;
CHN;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;????????;Chickasaw;x;;
CHN_ADJ;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;????????;Chickasaw;x;;
CHO;Choctaw;Choctaw;Choctaw;choctaw;Choctaw;Choctaw;csoktó;Choctaw;csoktó;Choctaw;Choctaw;??????;Choctaw;x;;
CHO_ADJ;Choctaw;Choctaw;Choctaw;choctaw;Choctaw;Choctaw;csoktó;Choctaw;csoktó;Choctaw;Choctaw;??????;Choctaw;x;;
CHP;Champagne;Champagne;Champagner;szampan;champán;Champagne;Pezsgo;Šampanské;Pezsgo;Champagne;Champanhe;??????????;Samppanja;x;;
CHP_ADJ;Champagnan;Champagnan;Champagnan;Champagnan;Champagnan;Champagnan;Champagnan;Champagnan;Champagnan;Champagnan;Champagnan;?????????;Champagnan;x;;
CHY;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;???????;Cheyenne;x;;
CHY_ADJ;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;???????;Cheyenne;x;;
CKW;Chokwe;Chokwe;Chokwe;Chokwe;Chokwe;Chokwe;csokve;Chokwe;csokve;Chokwe;Chokwe;?????;Chokwe;x;;
CKW_ADJ;Chokwe;Chokwe;Chokwe;Chokwe;Chokwe;Chokwe;csokve;Chokwe;csokve;Chokwe;Chokwe;?????;Chokwe;x;;
CND;Candar;Candar;Candar;Candar;Candar;Candar;Candar;Candar;Candar;Candar;Candar;??????;Candar;x;;
CND_ADJ;Candarid;Candarid;Candarid;Candarid;Candarid;Candarid;Candarid;Candarid;Candarid;Candarid;Candarid;????????;Candarid;x;;
CNN;Connacht;Connacht;Connacht;Connaught;Connacht;Connacht;Connacht;Connacht;Connacht;Connacht;Connacht;???????;Connacht;x;;
CNN_ADJ;Connachtian;Connachtian;Connachtian;Connachtian;Connachtian;Connachtian;Connachtian;Connachtian;Connachtian;Connachtian;Connachtian;??????????;Connachtian;x;;
COM;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;???????;Comanche;x;;
COM_ADJ;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;???????;Comanche;x;;
COR;Corsica;Corse;Korsika;Korsyka;Córcega;Corsica;Korzika;Korsika;Korzika;Corsica;Córsega;???????;Korsika;x;;
COR_ADJ;Corsican;Corse;Korsisch;korsykanski;corso;Corsica;korzikai;Korsican;korzikai;Corsicaans;Córsico;??????????;korsikalainen;x;;
CRK;Creek;Ruisseau;Bach;Zatoczka;Creek;Creek;Patak;zátoka;Patak;Kreek;Angra;?????;Puro;x;;
CRK_ADJ;Creek;Ruisseau;Bach;Zatoczka;Creek;Creek;Patak;zátoka;Patak;Kreek;Angra;?????;Puro;x;;
CRN;Cornwall;Cornouailles;Cornwall;Cornwall;Cornualles;Cornovaglia;Cornwall;Cornwall;Cornwall;Cornwall;Cornualha;????????;Cornwall;x;;
CRN_ADJ;Cornish;Cornouaillais;kornisch;Kornwalijski;de Cornualles;Cornico;cornwalli;cornwallský;cornwalli;Cornish;Cornish;????????????;Cornish;x;;
CSH;The Shun Dynasty;La dynastie Shun;Die Shun-Dynastie;Shun Dynasty;La dinastía Shun;la dinastia Shun;Shun-dinasztia;Shun dynastie;Shun-dinasztia;de Shun-dynastie;A Dinastia Shun;???????? ???;Shun Dynasty;x;;
CSH_ADJ;Shun;Shun;Meiden;Unikac;Shun;Shun;Kitér;vyhýbat se;Kitér;Vlieden;Fugir;?????????;Karttaa;x;;
